,Comment,Label
857,стефания добрый день необходимо выполнить вступительное задание найти его можно на нашем сайте в середине марта будет проходить собеседование следите за новостями,neautral
858,стефания так же можно попасть в клш если хорошо выступить на краевой олимпиаде,positive
859,а только у меня ньюслаб постоянно заблокирован,neautral
860,а почему только тёма там и другие летние сотрудники есть,neautral
861,лиза у меня тоже заблокирован,positive
862,результаты результаты,neautral
863,крысу,neautral
864,прости вожатый,neautral
865,никак не мог момент на массу сыграть теперь хоть пойму спасибо наконец треклист пополниться легендарными песнями гопстоп кстати можно сыграть очень популярная была песня в кругах одной команды 😆,neautral
866,даёшь физтеховский оригинал медианы,neautral
867,ленин и детипро садовскогойожин з бажинаквалангистыкрасугопстопзондергимн аэрофизиковраскинулось мрое по модулю прости вожатыйдруг мой,neautral
868,а как же физматик 😢,negative
869,в наш и без того беспокойный век непедагогично пропагандировать милитаристские и садистские песни но я всё равно хотел бы услышать в хорошем качестве пентагону и гемостаз,positive
870,каждомукаждому хочется повеситься падаетпадает ядерный фугас на столбах пели,neautral
871,про садовского еще спойте,neautral
872,антона забыли,neautral
873,никита я даже знаю какой,neautral
874,хехе,neautral
875,аеее,neautral
876,о столбы круто а я думал до след лета уже все,positive
877,ураураура диски,neautral
878,почему столяр а не смоляр,negative
879,артем всему свое время,neautral
880,от безумно счастливого к суровому удачи ванечка уже ждем вас,neautral
881,хм,neautral
882,кондукторы обычно выживают а вот готовы ли родители к таким испытаниям,neautral
883,урааа с,neautral
884,я сегодня встречался с какимито парнями на тульской мне дали микрофон заставляли петь,neautral
885,раз уж гордитесь своим пением и готовитесь к юбилейному сезону будьте готовы дежурить с гитарой на крыльце столовой ежедневно я прослежу,neautral
886,вы ещё онлайнтрансляцию с крыльца обеспечьте – я буду следить ночами,positive
887,а наташку куда дели,neautral
888,а ты думаешь кто фотографию делает,neautral
889,так и подумала,neautral
890,таримся едой,neautral
891,макс,neautral
892,макс,neautral
893,отлично а какое участие он будет принимать,positive
894,пора начать собирать камеру вильсона,neautral
895,не пришло на электронку 😔,negative
896,напишите нам на почту письмо с темой не пришло письмофио мы перешлём,neautral
897,красноярская летняя школа клш сделано,positive
898,а в москве собеседование будет,positive
899,по московскому собеседованию будет отдельная информация,neautral
900,сколько по времени будет длиться собеседование,neautral
901,а что стоит я участник клш,negative
902,я б тоже,positive
903,никита тебе ещё и приплатят потому что будешь преподавать,negative
904,оксана звоните подберем для вас,positive
905,никита позвоните нам все расскажем,neautral
906,возникает вопрос сколько в этом году останется конкурсных мест,negative
907,даша на вас хватит,positive
908,а если школьник из красноярска хочет попробовать себя ему можно порешать задачки,neautral
909,ирина порешать можно но в интенсиве поучаствовать не получится,neautral
910,диана спасибо за быстрый ответ,positive
911,а я считаюсь школьником из железногорска,neautral
912,здравствуйте отбор по итогам решения вступительных заданий на интенсив еще идет или результаты уже известны,positive
913,ура,positive
914,в общем зачете по точным,neautral
915,все таки у тебя,neautral
916,вячеслав п победитель,neautral
917,ой призёр,neautral
918,роман ой проигравший,neautral
919,а сколько всего было участников олимпиады человек триста было,neautral
920,поздравляю победителей приходите ко мне на курс в клш не реклама,neautral
921,анастасия бегунки сдали участников,neautral
922,диана спасибо,positive
923,а это будет олимпиада на попадание в клш,neautral
924,андрей победители олимпиады будут приглашены в клш вне конкурса,neautral
925,этапов будет несколько на каждое направление или одно направлениеодин этап,neautral
926,несколько на каждом направлении будет одинаковое количество этапов,neautral
927,напишите пожалуйста общее время проведение олимпиады,neautral
928,влад зарегистрироваться необходимо до и тем кто уже зарегистрировался онлайн и тем кто этого не сделал сама олимпиада будет проходить с до награждение в,negative
929,а можно участвовать в нескольких олимпиадах,neautral
930,на мой взгляд нынешняя система олимпиады несправедливая физика и математика есть у всех а медицина с филологией и юриспруденцией не у всех ну и дробление на кучу мелких задач может не дать необходимой точности измерения задачи должны быть сложными для решения кучи простых как правило внимательность только нужна лучше вернуться к старой системе с направлениями,neautral
931,а мне очень понравилось было классно и интересно,positive
932,я говорил что не справедливо и не логично а классно и интересно вполне согласен,neautral
933,интересно однако,neautral
934,когда состоится и школьники каких классов могут участвовать,neautral
935,в середине декабря примерно с класса,neautral
936,кажется что дата указана в первом предложении текста,neautral
937,никита ух ты то ли я не прочитал в первый раз то ли ее не было спасибо,neautral
938,а на какое направление повезете победителя,neautral
939,даша абсолютный победитель сам сможет выбрать направление,neautral
940,только один,neautral
941,абсолютный вроде да нужно в положении посмотреть но будут определены также и победители по направлениям,neautral
942,для каждого участника вычисляется сумма набранных им баллов все участники выстраиваются по местам в соответствии с числом набранных баллов в случае равенства баллов участникам присваивается одинаковое место победителем олимпиады становится участник набравший больше всего баллов место в общем зачете призерами олимпиады становятся участники занявшие и место в общем зачете победитель и призеры олимпиады получают ценный приз диплом победителя а также бесплатную путевку в клш на любое из направлений по своему выбору,positive
943,потеряшка шапка хочет к хозяину,neautral
944,моя я вообще там половину вещей оставила,negative
945,альбина ну приезжай на олимпиаду шапку отдам остального к сожалению не нашли,neautral
946,диана и футболочку,neautral
947,альбина футболочки у меня нет только шапчуля,neautral
948,диана плакплак а раньше олимпиады никак я в край на выходных собиралась,neautral
949,альбина можно и на выходных,positive
950,эх нам бы такие выезды,neautral
951,а в москве намечается чтонибудь подобное,neautral
952,московские потенциальные зондера работают дистанционно отдельного московского собрания проводиться не будет стоит написать своим начдепам они вам расскажут чем вы можете быть полезными,negative
953,меня возьмёте в зондеры,positive
954,антон если ты на естественное хочешь то напиши благодатскому побыстрому,neautral
955,если не смог прийти на собрание то кому можно написать по поводу зондерства,neautral
956,анастасия своему начнапу людям указанным выше в сообщение или мне,neautral
957,очочоч круто все молодцы,positive
958,смотрю и понимаю как соскучилась сильно😢,neautral
959,яна на столбыыыыыыыыы,positive
960,с москвы первым поездом,neautral
961,яна а самолеты как не,negative
962,я ж студентобщажник,neautral
963,яна ну так скиньтесь,neautral
964,с кем,neautral
965,яна всей общагой тебе на самолет,neautral
966,что ж надо сказать что у биохима тоже есть своя хоть и вялая группа аж с года и если вам хочется стать частью нашего безудержнокреативного коллектива то добро пожаловать,neautral
967,но почему только физики и математики😿,neautral
968,извините а разве не накладывается на олимпиаду мгу 😿 у нас в воскресенье в школе проводится,neautral
969,у нас вроде уже прошла такая,positive
970,спасибо вам,positive
971,можно вопрос по поводу физмат биатлона нам в шк сказали что будет проводится и как так тогда,neautral
972,отправьте вожатым и зондерам диски по почте😹😹😹,neautral
973,или свяжитесь с зондером чтобы вместе отправить диски вожатым,neautral
974,поступайте в сфу и не будет проблем с получением дисков,negative
975,и все таки что с биатлоном,neautral
976,может кто нибудь образ выложит,neautral
977,биатлона сентября не будет а будет что правильно поход на столбы с предварительной раздачей дисков клш,neautral
978,диана биатлон вообще отменяется или переносится,negative
979,маша пока более подробной информации нет как только чтото будет ясно мы сообщим по всем доступным каналам,neautral
980,а если вы будете отмечать людей на фото будете красавцами,neautral
981,я за,positive
982,раз так значит каждому биохимщику учебник по ботанике мне вот такой пожалуйста,negative
983,я больше всего угарал с прорыва демонов,neautral
984,а что там было,neautral
985,огромный чёткий квест варить зелье плавить сургуч кажется проявлять карту постарался биохим,neautral
986,никита а каким прекрасным в тот год было деление на команды только и замечай общие черты у одного знака зодиака,neautral
987,эти черты иллюзорны,neautral
988,пусть так но все равно забавный шанс проверить гороскоп а еще отливка свинцовых что ли печатей помоему одно из самых трудоемких заданий того года,neautral
989,биохим проходил еще и в чудесном тумане особая атмосфера,positive
990,а что значит чистый лист в конверте,neautral
991,степан он там один,neautral
992,тимка да,neautral
993,степан в письме вообще больше ничего нет,negative
994,тимка да,neautral
995,степан все в порядке,positive
996,тимка а что это значит,negative
997,степан нет причин для паники,neautral
998,тимка это значит не прошел,negative
999,степан нет не факт это просто недоразумение,negative
1000,уточни лучше у она тебе точно даст ответ,neautral
1001,катя спасибо,positive
1002,степан ответила в лс,neautral
1003,мне пришло вчера письмоя счастлив,neautral
1004,а в москве того же числа,positive
1005,антон да тоже апреля,neautral
1006,вступить в ряды учеников данной школы могут только жители красноярского края,neautral
1007,ура это определённо лучшая новость текущего года,positive
1008,действительно ура диана поздравляю,positive
1009,ура,positive
1010,поздравляюураура,neautral
1011,поздравляю,neautral
1012,поздравляю от души,neautral
1013,охохо филологдиректор директорфилолог радость с,neautral
1014,я определенно в восторге в диком,positive
1015,спасибо друзья будем работать,positive
1016,это очень крутая новость поздравляю,positive
1017,принимайте принимашки,neautral
1018,диана поздравляю,neautral
1019,поздравляю,neautral
1020,а количество мест увеличится,neautral
1021,нет а какая связь,neautral
1022,закон позволит в целом по краю увеличить почти на тыс по сравнению с годом количество детей отдохнувших в загородных оздоровительных учреждениях края логично было бы увеличить количество путевок в клш,neautral
1023,увеличивается количество путёвок для отдыха детей в красноярском крае а мощность лагеря орбита не поменяется она как была человек так и осталась просто в оздоровительной кампании будет задействовано больше летних лагерей края или некоторые лагеря перейдут с трёх смен на четыре что касается летней школы то мы вполне осознанно сами придерживаемся числа в школьников а не потому что в этом нас ограничивает министерство образования нынешняя технология клш рассчитана на такой масштаб,negative
1024,а как поступить если для клш не нужны вступительные задания изза победы в зимней олимпиаде что нужно для подтверждения,neautral
1025,маша тогда мы о тебе уже всё знаем и в начале мая пришлём официально приглашение с подробностями участия в клш жди,negative
1026,не позднее марта включительно,neautral
1027,полина не позднее включительно,neautral
1028,отправил,negative
1029,спасибо за наше счастливое детство,positive
1030,рустам а где конкретно этот проект будет осуществляться,negative
1031,еще один повод перебраться в москву,positive
1032,с новым годомочень жальчто вы оставляете пост директора😒,neautral
1033,в г пушкино север москвы,neautral
1034,рустам удачи тебе на твоём новом пути,neautral
1035,добрый вечер а где именно в универсе,neautral
1036,елена третий этаж ориентир,neautral
1037,все на олимпиаду,positive
1038,а в какой аудитории,neautral
1039,александр на входе будет вся информация,neautral
1040,спасибо,positive
1041,боюсь нынешние потенциальные зондера не в теме про четвертый корпус но значит ли это,neautral
1042,частично поскольку этот сезон будет проходить под знаком подготовки к юбилейному,neautral
1043,все не могу привыкнуть что люди года рождения могут уже писать осмысленное чтото,negative
1044,молодые старпёры подтянулись,neautral
1045,всё не могу привыкнуть что люди младше меня уже старпёры,negative
1046,еще фото тут,neautral
1047,видео на рентв когда будет,neautral
1048,я не в курсе с ними договаривался мг но судя по тому что на сайте семёрки последние новости за пятницу то следующие будут в понедельник ну или в сегодняшних вечерних новостях ещё посмотри,neautral
1049,классно глянем,positive
1050,блин я так хотел приехать но учеба дает о себе знать,neautral
1051,леха ага особенно ко мне относится,neautral
1052,ура,positive
1053,из грустных новостей здания вечернего клуба больше не существует на следующий год две комнаты корпуса библиотека и штаб будут соединены с холлом для организации массовых мероприятий в дождь из хороших новостей общее состояние лагеря окрепло заменили все кровати тэны вернули в рабочее состояние компьютерный корпус в столовой работают повара из красноярского комбината питания местные беспокоят редко есть охрана видеонаблюдение планируется проведение освещения вдоль тропинки к енисею из перспективных новостей на месте лагеря № который сейчас полностью снесён осенью всётаки начнётся строительство первых корпусов совершенно нового лагеря как об этом писали сми даже если этот новый проект окажется для нас не особо пригодным произойдёт обновление инфраструктуры электричество водоснабжение и существующих лагерей что несомненный плюс таким образом идея проведения юбилейного сезона в таёжном может получить жизнь продолжаем изучение вопроса,neautral
1054,так ламзин почему сегодня опят суп был холодный,negative
1055,а по почте будут высылать,positive
1056,нужно попросить своих вожатых чтоб прислали,neautral
1057,ану тогда пришлютони знают,neautral
1058,я помню что обещала тебе прислать,negative
1059,а что до простите забытых вещей,neautral
1060,аня потеряшки потерялись по крайней мере временно кроме одного сотового телефона который никто не хочет забирать,negative
1061,телефон оставили специально чтобы вернуться в следующем году хитро ведь,neautral
1062,владимир как чей то носок,neautral
1063,статистика интересная особенно когда все видят одно а ты совершенно другое,negative
1064,ох какая я молодец,neautral
1065,это было сегодня и без меня,neautral
1066,галя чти рассылку внимательнее,neautral
1067,а можно узнать результатыне дожидаясь прихода письма,positive
1068,мария ответил в лс,neautral
1069,рустам ага спасибо,neautral
1070,а если письмо долго не приходит можно узнать результаты какимнибудь образом,neautral
1071,и мне можно результат узнать,positive
1072,а можно тоже результат в лс,neautral
1073,налетели,neautral
1074,ребят лучше письмо ждите в этом же весь изюм,negative
1075,интервью отличное михаилу георгиевичу нужно открывать свою радиостанцию с байками и охранниками,positive
1076,а где можно послушать,negative
1077,мгс и рфб,neautral
1078,ссылка под фото под текстом плеер вшит,positive
1079,у нас было школьников,positive
1080,из них школьниц да,neautral
1081,нет школьниц было кажется,neautral
1082,школьников там смоляр был зарегистрирован просто,neautral
1083,причем больше всех было на нтн,neautral
1084,а во сколько начало самого собеседования,negative
1085,лиза в,neautral
1086,а можно узнать все расписание собеседования меня больше всего интересует время окончания,positive
1087,даша организованного окончания нет каждый решает и сдаёт решения со своей скоростью,positive
1088,это просто отлично,positive
1089,меня ещё не подключили к рассылке,negative
1090,лёша напиши саше по этому поводу,neautral
1091,рустам я писално пока ничего не происходит,negative
1092,понятно спрошу у него,neautral
1093,у меня такая же проблема,neautral
1094,народ вы молодцы так держать супермеропиятие,neautral
1095,а мы учавствуем ае,negative
1096,удачного учавтствия,neautral
1097,спасибо,positive
1098,ну блин почему команда одного пола с фиг я где соберу себе команду теперь,neautral
1099,потому что парни и бабы с разной скоростью бегают было бы не честно,neautral
1100,везета мне и возраст и местоположение не позволяет,neautral
1101,а если нет возможности приехать,neautral
1102,тогда мы попросим когото из твоих вожатых передать тебе диск или отправить его по почте,neautral
1103,рустам меня до сентября не будет в городе не хотелось бы остаться без диска можно его как то получить в начале учебного года,negative
1104,дарья обратись к вожатым обычно мы всегда рассылаем диски иногородним школьникам и отдаем тем кто не пришел на раздачу,negative
1105,а что если и вожатые не местные,negative
1106,даша у вас не все не местные,negative
1107,получается наташе отправлять нам всем,neautral
1108,очень хочется на диске увидеть презентацию с вечернего клуба «клш прошлого тысячелетия»,neautral
1109,ульяна безусловно она там будет,neautral
1110,жаль что я с вами не смог быть в этот дождливый день,negative
1111,ага жаль,neautral
1112,то есть можно полагать что они придут завтра оо,neautral
1113,миха можно а можно не полагать это ж россия детка,neautral
1114,мир замер в ожидании еще в конце неделиособенно замерли летнешкольницы из славного града назарово,neautral
1115,надеюсь что моё не оказалось в неотправленных,neautral
1116,почта россии и пусть весь мир подождет но на следующий недели должны доползти,neautral
1117,надеюсь вы доплатили почте россии чтобы письма пришли не в сентябре,neautral
1118,да нормально все приходитуспокойтесь,positive
1119,письмаво всяком случае,neautral
1120,щито почта рф везет письмо в москву неделю так что не надо тут,negative
1121,дарья ахаха,neautral
1122,почта россии ещё не всё потеряно почта россии это мы придумали изюм и курагу,negative
1123,сева не гони почта в москву две недели идёт,neautral
1124,ну оке дней,neautral
1125,мне не пришло до сих пор что делать,negative
1126,до меня получается за дней дошло а шло через москву,positive
1127,а я живу в пару шагов от универса и ничего,neautral
1128,может ты попала в эти самые,neautral
1129,наташа какие,neautral
1130,ну если писем отправлено то видимо гдето задержалось не волнуйся,neautral
1131,наташа аа поняла возможно что тогда прикажете делать,neautral
1132,не волноваться ну или у рустама спросить ты на точное,neautral
1133,да,neautral
1134,и я узнала почему письмо не пришло,negative
1135,нет,neautral
1136,в чем проблема,neautral
1137,спасибо сделала конечно самое же главное чему научила клш вера в свои силы без которой никуда,positive
1138,класс всех поздравляю,positive
1139,а еще катя гурская призер по химии,neautral
1140,вы катю гурскую забыли,neautral
1141,вы про этап говорите или про край я смотрел результаты всеросса на сайте нашего министерства образования вот они если ошибка я напишу им,neautral
1142,я просто в сунце как ксюша ташкинова учусь,positive
1143,ааа класс поздравляю катя,positive
1144,поправил на сайте и в новостях группы здесь уже не получается,negative
1145,рустам этап это и есть край россия четвёртый,neautral
1146,да ира спасибо обпечатался,positive
1147,рустам да нет проблем школьный этап можно вообще не считать,negative
1148,красивое число,positive
1149,не будем проводить ассоциаций,neautral
1150,слава теперь посчитай сколько планет земля понадобится для расселения летнешкольников,neautral
1151,как минимум одна,negative
1152,если принять что школьнику хватает м и летнешкольники занимают всю земную площадь то около,neautral
1153,блин я себя нашел,neautral
1154,и это плохо,negative
1155,августа становится всё меньше,positive
1156,мне кажется все было отлично очень классные подарки в этом году необычные,positive
1157,ласты склеились трубка забилась а дырочку сгрыз вместе с бубликом я безнадёжен,neautral
1158,наконецто,neautral
1159,опа весьма не вовремя да еще нет ласт трубочки и бублика беда,neautral
1160,ура,positive
1161,из тех присутствовал напишите пожалуйста что было очень прошу,neautral
1162,расстроила запись,neautral
1163,чем дольше расставание тем сильнее радость встреч,neautral
1164,это да просто я не из красноярска и чтобы встретиться с ребятами думала приехать ну да ладно как есть,neautral
1165,блинн я уеду и приеду только как мне тогда диск получить,neautral
1166,а во сколько столбы я хоть в этом году и не ездила а на столбы бы с вами сходила,negative
1167,наверно в а кто еще пойдет,neautral
1168,норм главное чтобы до сентября это дело не откладывалось,neautral
1169,я на столбы пойду,positive
1170,встречаемся в утра да кто не сможет подойти вожатые вышлют диски по почте,neautral
1171,а если они потеряются,neautral
1172,аа мож лучш есразу на море выслать,neautral
1173,и на столбы и за диском,positive
1174,да ну вас я запуталась идем просто на столбы а столбыдиски так,neautral
1175,да только не вывихни себе чтонибудь опять,neautral
1176,а можно както сделать встречу не в а в просто мы не успеем приехать,negative
1177,если делать встречу в то выход на столбы будет не раньше часов а это означает что в разумное время мы оттуда не вернёмся что вызовет волнения родителей и тп могу передать диск с кемнибудь из твоих друзей по клш кто не пойдёт на столбы,negative
1178,так на столбы же а не,negative
1179,столбы и и ещё и диски выдавать будут,positive
1180,главное не забывать работать над собой иначе до столбов не доползти,neautral
